1,4,2019-09-21 00:05:00 +0000 UTC,2019-09-21 01:00:00 +0000 UTC,{12.989067 77.617657},{13.046322 77.621619},true,8530.100000m,cab 3
204,4,2019-09-21 22:00:00 +0000 UTC,2019-09-21 22:30:00 +0000 UTC,{12.849120 77.658289},{12.965792 77.562021},true,19842.400000m,cab 37
217,4,2019-09-21 22:00:00 +0000 UTC,2019-09-21 23:20:00 +0000 UTC,{13.043767 77.616354},{12.971938 77.654063},true,13779.200000m,cab 22
229,4,2019-09-21 22:00:00 +0000 UTC,2019-09-21 23:15:00 +0000 UTC,{13.043767 77.616354},{13.046032 77.682692},true,10669.500000m,cab 17
246,4,2019-09-21 22:00:00 +0000 UTC,2019-09-21 22:43:00 +0000 UTC,{13.046322 77.621619},{13.167672 77.562664},true,20598.800000m,cab 15
252,4,2019-09-21 22:01:00 +0000 UTC,2019-09-21 23:00:00 +0000 UTC,{12.913511 77.559027},{12.920615 77.684075},true,16920.200000m,cab 36
270,4,2019-09-21 22:04:00 +0000 UTC,2019-09-21 23:00:00 +0000 UTC,{12.992211 77.593757},{12.920615 77.684075},true,19361.900000m,cab 25
289,4,2019-09-21 22:02:00 +0000 UTC,2019-09-21 23:00:00 +0000 UTC,{12.915320 77.622780},{13.046322 77.621619},true,17257.100000m,cab 27
295,4,2019-09-21 22:00:00 +0000 UTC,2019-09-21 22:41:00 +0000 UTC,{12.920615 77.684075},{13.018431 77.693253},true,16692.500000m,cab 24
308,4,2019-09-21 22:00:00 +0000 UTC,2019-09-21 22:41:00 +0000 UTC,{13.046322 77.621619},{12.959292 77.518335},true,20260.800000m,cab 18
314,4,2019-09-21 22:00:00 +0000 UTC,2019-09-21 22:26:00 +0000 UTC,{12.920615 77.684075},{12.992318 77.716051},true,13143.400000m,cab 23
319,4,2019-09-21 22:00:00 +0000 UTC,2019-09-21 23:02:00 +0000 UTC,{12.920615 77.684075},{12.888206 77.516102},true,24253.700000m,cab 19
324,4,2019-09-21 22:00:00 +0000 UTC,2019-09-21 22:29:00 +0000 UTC,{12.920615 77.684075},{12.894884 77.620319},true,11650.200000m,cab 35
328,4,2019-09-21 22:00:00 +0000 UTC,2019-09-21 23:05:00 +0000 UTC,{12.920615 77.684075},{12.866234 77.591922},true,16369.200000m,cab 32
332,4,2019-09-21 22:00:00 +0000 UTC,2019-09-21 23:01:00 +0000 UTC,{13.046322 77.621619},{13.036358 77.630702},true,2016.300000m,cab 38
48,4,2019-09-21 15:30:00 +0000 UTC,2019-09-21 17:40:00 +0000 UTC,{13.051540 77.595405},{12.949271 77.688766},true,21210.800000m,cab 1
56,4,2019-09-21 15:30:00 +0000 UTC,2019-09-21 18:00:00 +0000 UTC,{13.051540 77.595405},{12.883915 77.550540},true,21989.700000m,cab 9
62,4,2019-09-21 15:32:00 +0000 UTC,2019-09-21 17:00:00 +0000 UTC,{13.050061 77.490195},{12.991484 77.697790},true,33946.400000m,cab 19
70,4,2019-09-21 15:56:00 +0000 UTC,2019-09-21 16:30:00 +0000 UTC,{13.121319 77.620153},{13.043767 77.616354},true,13719.100000m,cab 12
77,4,2019-09-21 15:49:00 +0000 UTC,2019-09-21 17:21:00 +0000 UTC,{12.987450 77.493509},{12.921477 77.669084},true,28940.700000m,cab 14
149,4,2019-09-21 15:41:00 +0000 UTC,2019-09-21 16:00:00 +0000 UTC,{13.036595 77.653478},{13.046322 77.621619},true,6340.500000m,cab 8
250,4,2019-09-21 15:32:00 +0000 UTC,2019-09-21 16:30:00 +0000 UTC,{12.875610 77.543778},{12.920615 77.684075},true,19987.500000m,cab 10
300,4,2019-09-21 15:39:00 +0000 UTC,2019-09-21 17:00:00 +0000 UTC,{13.034879 77.564336},{12.991484 77.697790},true,19986.700000m,cab 3
323,4,2019-09-21 15:30:00 +0000 UTC,2019-09-21 17:15:00 +0000 UTC,{13.051540 77.595405},{12.943908 77.713782},true,22221.200000m,cab 2
306,4,2019-09-21 14:25:00 +0000 UTC,2019-09-21 15:00:00 +0000 UTC,{13.002995 77.662520},{13.046322 77.621619},true,8180.500000m,cab 3
26,4,2019-09-21 00:30:00 +0000 UTC,2019-09-21 01:45:00 +0000 UTC,{13.051540 77.595405},{13.019650 77.731800},true,19639.600000m,cab 7
43,4,2019-09-21 00:30:00 +0000 UTC,2019-09-21 01:20:00 +0000 UTC,{13.051540 77.595405},{13.094993 77.572691},true,10222.000000m,cab 13
51,4,2019-09-21 00:30:00 +0000 UTC,2019-09-21 01:35:00 +0000 UTC,{13.051540 77.595405},{12.968389 77.701357},true,18628.700000m,cab 6
80,4,2019-09-21 00:30:00 +0000 UTC,2019-09-21 01:30:00 +0000 UTC,{13.051540 77.595405},{12.971397 77.639103},true,14569.700000m,cab 9
116,4,2019-09-21 00:30:00 +0000 UTC,2019-09-21 02:00:00 +0000 UTC,{13.051540 77.595405},{12.873658 77.707181},true,31252.200000m,cab 8
152,4,2019-09-21 00:30:00 +0000 UTC,2019-09-21 01:30:00 +0000 UTC,{13.051540 77.595405},{12.963625 77.534555},true,15270.700000m,cab 15
159,4,2019-09-21 00:30:00 +0000 UTC,2019-09-21 01:30:00 +0000 UTC,{13.051540 77.595405},{12.959619 77.529889},true,18135.400000m,cab 5
178,4,2019-09-21 00:30:00 +0000 UTC,2019-09-21 01:45:00 +0000 UTC,{13.051540 77.595405},{12.873658 77.707181},true,31252.200000m,cab 11
185,4,2019-09-21 00:30:00 +0000 UTC,2019-09-21 01:35:00 +0000 UTC,{13.051540 77.595405},{12.971231 77.682001},true,18481.600000m,cab 17
192,4,2019-09-21 00:30:00 +0000 UTC,2019-09-21 01:30:00 +0000 UTC,{13.051540 77.595405},{13.002392 77.550850},true,9842.900000m,cab 18
205,4,2019-09-21 00:30:00 +0000 UTC,2019-09-21 01:45:00 +0000 UTC,{13.051540 77.595405},{12.898389 77.573405},true,19313.700000m,cab 14
218,4,2019-09-21 00:30:00 +0000 UTC,2019-09-21 01:40:00 +0000 UTC,{13.051540 77.595405},{12.963014 77.658236},true,17353.800000m,cab 16
224,4,2019-09-21 00:30:00 +0000 UTC,2019-09-21 01:45:00 +0000 UTC,{13.051540 77.595405},{12.916327 77.558487},true,18964.400000m,cab 12
235,4,2019-09-21 00:30:00 +0000 UTC,2019-09-21 01:40:00 +0000 UTC,{13.051540 77.595405},{12.957547 77.709795},true,22933.200000m,cab 10
52,4,2019-09-21 02:30:00 +0000 UTC,2019-09-21 02:48:00 +0000 UTC,{12.920615 77.684075},{12.918375 77.633980},true,8068.300000m,cab 1
117,4,2019-09-21 02:55:00 +0000 UTC,2019-09-21 04:00:00 +0000 UTC,{12.782893 77.658157},{12.920615 77.684075},true,23830.900000m,cab 8
186,4,2019-09-21 02:48:00 +0000 UTC,2019-09-21 05:00:00 +0000 UTC,{12.778159 77.771219},{13.046322 77.621619},true,40468.800000m,cab 11
173,4,2019-09-21 09:21:00 +0000 UTC,2019-09-21 11:00:00 +0000 UTC,{12.904830 77.867768},{12.992761 77.702147},true,25797.600000m,cab 47
243,4,2019-09-21 09:15:00 +0000 UTC,2019-09-21 11:00:00 +0000 UTC,{12.784799 77.621642},{12.991484 77.697790},true,37030.600000m,cab 5
248,4,2019-09-21 09:15:00 +0000 UTC,2019-09-21 11:00:00 +0000 UTC,{12.962731 77.519426},{12.991484 77.697790},true,23734.600000m,cab 6
298,4,2019-09-21 09:20:00 +0000 UTC,2019-09-21 11:00:00 +0000 UTC,{12.976301 77.620038},{12.992761 77.702147},true,10323.000000m,cab 3
2,4,2019-09-21 03:43:00 +0000 UTC,2019-09-21 04:30:00 +0000 UTC,{12.913910 77.610169},{13.043767 77.616354},true,18728.200000m,cab 5
66,4,2019-09-21 03:41:00 +0000 UTC,2019-09-21 04:00:00 +0000 UTC,{12.987945 77.619522},{13.046322 77.621619},true,8583.600000m,cab 9
89,4,2019-09-21 03:48:00 +0000 UTC,2019-09-21 05:00:00 +0000 UTC,{12.983572 77.529561},{12.920615 77.684075},true,22014.500000m,cab 13
153,4,2019-09-21 03:43:00 +0000 UTC,2019-09-21 05:00:00 +0000 UTC,{12.988618 77.538286},{12.920615 77.684075},true,21940.600000m,cab 10
160,4,2019-09-21 03:50:00 +0000 UTC,2019-09-21 05:00:00 +0000 UTC,{12.987859 77.519022},{12.920615 77.684075},true,27507.500000m,cab 12
179,4,2019-09-21 03:40:00 +0000 UTC,2019-09-21 05:00:00 +0000 UTC,{12.890936 77.599370},{13.046322 77.621619},true,19803.600000m,cab 3
193,4,2019-09-21 03:45:00 +0000 UTC,2019-09-21 05:00:00 +0000 UTC,{12.904843 77.455534},{13.046322 77.621619},true,31999.100000m,cab 14
6,4,2019-09-21 11:37:00 +0000 UTC,2019-09-21 13:00:00 +0000 UTC,{12.933238 77.631035},{13.043767 77.616354},true,17823.400000m,cab 31
69,4,2019-09-21 11:42:00 +0000 UTC,2019-09-21 13:00:00 +0000 UTC,{12.966918 77.546996},{13.043767 77.616354},true,17076.500000m,cab 36
76,4,2019-09-21 11:30:00 +0000 UTC,2019-09-21 13:00:00 +0000 UTC,{12.932770 77.600471},{13.043767 77.616354},true,16226.000000m,cab 29
84,4,2019-09-21 11:30:00 +0000 UTC,2019-09-21 13:00:00 +0000 UTC,{12.921906 77.563005},{13.043767 77.616354},true,20770.400000m,cab 38
91,4,2019-09-21 11:35:00 +0000 UTC,2019-09-21 13:00:00 +0000 UTC,{12.923305 77.553345},{13.043767 77.616354},true,21913.800000m,cab 40
98,4,2019-09-21 11:35:00 +0000 UTC,2019-09-21 13:00:00 +0000 UTC,{12.890857 77.632690},{13.043767 77.616354},true,21791.100000m,cab 34
141,4,2019-09-21 11:32:00 +0000 UTC,2019-09-21 13:00:00 +0000 UTC,{12.847148 77.595128},{13.043767 77.616354},true,27124.900000m,cab 39
195,4,2019-09-21 11:37:00 +0000 UTC,2019-09-21 13:00:00 +0000 UTC,{12.980187 77.630522},{13.043767 77.616354},true,13577.100000m,cab 37
208,4,2019-09-21 11:40:00 +0000 UTC,2019-09-21 13:00:00 +0000 UTC,{12.971938 77.654063},{13.043767 77.616354},true,15051.800000m,cab 32
214,4,2019-09-21 11:43:00 +0000 UTC,2019-09-21 13:00:00 +0000 UTC,{13.046032 77.682692},{13.043767 77.616354},true,11860.700000m,cab 30
227,4,2019-09-21 11:30:00 +0000 UTC,2019-09-21 13:00:00 +0000 UTC,{13.070975 77.569912},{12.991484 77.697790},true,21169.900000m,cab 33
231,4,2019-09-21 11:36:00 +0000 UTC,2019-09-21 12:00:00 +0000 UTC,{12.911879 77.697789},{13.046322 77.621619},true,21910.100000m,cab 35
238,4,2019-09-21 11:30:00 +0000 UTC,2019-09-21 13:00:00 +0000 UTC,{12.906962 77.551213},{12.991484 77.697790},true,25641.400000m,cab 41
321,4,2019-09-21 11:42:00 +0000 UTC,2019-09-21 12:00:00 +0000 UTC,{12.968179 77.635474},{13.046322 77.621619},true,13325.900000m,cab 28
34,4,2019-09-21 22:30:00 +0000 UTC,2019-09-21 23:30:00 +0000 UTC,{12.991484 77.697790},{12.982990 77.538765},true,22193.500000m,cab 7
72,4,2019-09-21 22:30:00 +0000 UTC,2019-09-21 23:18:00 +0000 UTC,{12.991484 77.697790},{12.993541 77.537750},true,21015.300000m,cab 40
79,4,2019-09-21 22:30:00 +0000 UTC,2019-09-21 23:45:00 +0000 UTC,{12.991484 77.697790},{13.136513 77.569286},true,27199.400000m,cab 3
87,4,2019-09-21 22:45:00 +0000 UTC,2019-09-21 23:00:00 +0000 UTC,{13.038375 77.597587},{13.046322 77.621619},true,4009.800000m,cab 4
101,4,2019-09-21 22:30:00 +0000 UTC,2019-09-21 23:39:00 +0000 UTC,{12.991484 77.697790},{13.005933 77.529227},true,21934.200000m,cab 41
85,4,2019-09-21 15:03:00 +0000 UTC,2019-09-21 16:05:00 +0000 UTC,{13.030916 77.561591},{12.921477 77.669084},true,23321.800000m,cab 24
175,4,2019-09-21 15:00:00 +0000 UTC,2019-09-21 15:00:00 +0000 UTC,{12.975675 77.587732},{12.920615 77.684075},true,16321.100000m,cab 10
196,4,2019-09-21 15:00:00 +0000 UTC,2019-09-21 15:44:00 +0000 UTC,{13.046322 77.621619},{13.032462 77.687926},true,10426.100000m,cab 23
209,4,2019-09-21 15:00:00 +0000 UTC,2019-09-21 15:16:00 +0000 UTC,{13.046322 77.621619},{12.967988 77.523246},true,20410.600000m,cab 18
215,4,2019-09-21 15:00:00 +0000 UTC,2019-09-21 16:00:00 +0000 UTC,{13.046322 77.621619},{13.137855 77.352098},true,37681.800000m,cab 6
256,4,2019-09-21 15:00:00 +0000 UTC,2019-09-21 15:44:00 +0000 UTC,{13.046322 77.621619},{12.943432 77.541905},true,17932.100000m,cab 21
262,4,2019-09-21 15:00:00 +0000 UTC,2019-09-21 15:15:00 +0000 UTC,{13.046322 77.621619},{13.040728 77.624973},true,1508.700000m,cab 25
268,4,2019-09-21 15:00:00 +0000 UTC,2019-09-21 15:09:00 +0000 UTC,{13.046322 77.621619},{13.067463 77.598297},true,8072.900000m,cab 19
274,4,2019-09-21 15:00:00 +0000 UTC,2019-09-21 15:31:00 +0000 UTC,{13.046322 77.621619},{12.953491 77.709347},true,16962.500000m,cab 20
293,4,2019-09-21 15:00:00 +0000 UTC,2019-09-21 15:30:00 +0000 UTC,{13.046322 77.621619},{13.065414 77.553923},true,11456.100000m,cab 16
86,4,2019-09-21 18:07:00 +0000 UTC,2019-09-21 20:50:00 +0000 UTC,{12.992736 77.703613},{13.081459 77.548329},true,25610.200000m,cab 10
93,4,2019-09-21 18:19:00 +0000 UTC,2019-09-21 20:00:00 +0000 UTC,{12.923276 77.664447},{13.043767 77.616354},true,22513.100000m,cab 5
136,4,2019-09-21 18:22:00 +0000 UTC,2019-09-21 20:00:00 +0000 UTC,{12.910363 77.603828},{13.043767 77.616354},true,19327.400000m,cab 7
143,4,2019-09-21 18:12:00 +0000 UTC,2019-09-21 20:00:00 +0000 UTC,{12.891701 77.615112},{13.043767 77.616354},true,21865.400000m,cab 2
203,4,2019-09-21 18:18:00 +0000 UTC,2019-09-21 20:00:00 +0000 UTC,{12.916272 77.651642},{13.043767 77.616354},true,21490.700000m,cab 4
216,4,2019-09-21 18:06:00 +0000 UTC,2019-09-21 20:00:00 +0000 UTC,{12.854852 77.668036},{13.043767 77.616354},true,26908.000000m,cab 1
166,4,2019-09-21 05:33:00 +0000 UTC,2019-09-21 06:14:00 +0000 UTC,{12.926402 77.514499},{12.921477 77.669084},true,23004.500000m,cab 10
212,4,2019-09-21 05:50:00 +0000 UTC,2019-09-21 07:00:00 +0000 UTC,{12.896546 77.570985},{12.920615 77.684075},true,16589.500000m,cab 4
242,4,2019-09-21 05:45:00 +0000 UTC,2019-09-21 07:00:00 +0000 UTC,{12.900897 77.484840},{13.046322 77.621619},true,27220.400000m,cab 35
271,4,2019-09-21 05:45:00 +0000 UTC,2019-09-21 07:00:00 +0000 UTC,{12.985194 77.764191},{13.046322 77.621619},true,21429.100000m,cab 6
303,4,2019-09-21 05:50:00 +0000 UTC,2019-09-21 07:00:00 +0000 UTC,{12.983834 77.484593},{13.046322 77.621619},true,22037.900000m,cab 7
174,4,2019-09-21 13:30:00 +0000 UTC,2019-09-21 14:11:00 +0000 UTC,{13.043767 77.616354},{12.927472 77.616101},true,16933.400000m,cab 2
201,4,2019-09-21 13:30:00 +0000 UTC,2019-09-21 14:28:00 +0000 UTC,{13.043767 77.616354},{12.893851 77.636666},true,22772.400000m,cab 6
244,4,2019-09-21 13:30:00 +0000 UTC,2019-09-21 14:10:00 +0000 UTC,{13.043767 77.616354},{12.921825 77.609414},true,16916.300000m,cab 5
249,4,2019-09-21 13:30:00 +0000 UTC,2019-09-21 14:13:00 +0000 UTC,{13.043767 77.616354},{12.958088 77.518973},true,19487.900000m,cab 7
317,4,2019-09-21 13:35:00 +0000 UTC,2019-09-21 15:00:00 +0000 UTC,{12.916464 77.540321},{12.991484 77.697790},true,24422.100000m,cab 9
322,4,2019-09-21 13:33:00 +0000 UTC,2019-09-21 14:00:00 +0000 UTC,{13.032472 77.608676},{13.046322 77.621619},true,3048.700000m,cab 3
299,4,2019-09-21 12:40:00 +0000 UTC,2019-09-21 14:15:00 +0000 UTC,{13.070844 77.673652},{12.849120 77.658289},true,33875.600000m,cab 10
9,4,2019-09-21 23:00:00 +0000 UTC,2019-09-21 23:45:00 +0000 UTC,{12.849120 77.658289},{12.912762 77.489381},true,30110.900000m,cab 1
277,4,2019-09-21 23:00:00 +0000 UTC,2019-09-21 23:20:00 +0000 UTC,{13.046322 77.621619},{13.014015 77.643590},true,5266.100000m,cab 10
302,4,2019-09-21 23:00:00 +0000 UTC,2019-09-21 23:50:00 +0000 UTC,{13.046322 77.621619},{12.986869 77.490711},true,20730.000000m,cab 5
11,4,2019-09-21 03:26:00 +0000 UTC,2019-09-21 04:30:00 +0000 UTC,{12.893851 77.636666},{13.043767 77.616354},true,21231.700000m,cab 1
27,4,2019-09-21 03:00:00 +0000 UTC,2019-09-21 04:00:00 +0000 UTC,{12.991244 77.664160},{12.920615 77.684075},true,12813.300000m,cab 4
36,4,2019-09-21 03:00:00 +0000 UTC,2019-09-21 04:00:00 +0000 UTC,{13.057247 77.627606},{13.046322 77.621619},true,2710.100000m,cab 2
44,4,2019-09-21 03:05:00 +0000 UTC,2019-09-21 04:00:00 +0000 UTC,{13.132036 77.607519},{13.046322 77.621619},true,13776.200000m,cab 19
81,4,2019-09-21 03:00:00 +0000 UTC,2019-09-21 04:00:00 +0000 UTC,{12.995365 77.572366},{13.046322 77.621619},true,11933.800000m,cab 7
65,4,2019-09-21 01:49:00 +0000 UTC,2019-09-21 02:00:00 +0000 UTC,{13.070999 77.618887},{13.046322 77.621619},true,6195.500000m,cab 1
73,4,2019-09-21 01:50:00 +0000 UTC,2019-09-21 03:00:00 +0000 UTC,{13.007586 77.525083},{12.920615 77.684075},true,30319.200000m,cab 3
223,4,2019-09-21 21:00:00 +0000 UTC,2019-09-21 21:50:00 +0000 UTC,{12.849120 77.658289},{12.946892 77.556024},true,19744.800000m,cab 9
241,4,2019-09-21 21:13:00 +0000 UTC,2019-09-21 22:21:00 +0000 UTC,{12.988396 77.441438},{12.921477 77.669084},true,34701.900000m,cab 10
264,4,2019-09-21 21:24:00 +0000 UTC,2019-09-21 22:00:00 +0000 UTC,{13.085290 77.553787},{13.046322 77.621619},true,16250.700000m,cab 4
